LAT,LON,YEAR,MO,DY,T2M_RANGE,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M
15.55131,32.53211,2010,10,16,15.56,7.18,41.63,26.07,33.68,0.12,6.82,20.03
15.55131,32.53211,2010,10,17,14.69,12.7,40.6,25.91,33.58,0.14,9.77,28.79
15.55131,32.53211,2010,10,18,13.51,11.59,40.73,27.23,33.69,0,9.26,27.16
15.55131,32.53211,2010,10,19,14.98,9.59,40.52,25.54,32.59,0,8.4,26.17
15.55131,32.53211,2010,10,20,15.26,7.04,40.38,25.11,32.56,0,6.67,20.84
15.55131,32.53211,2010,10,21,15.37,7.15,40,24.63,32.46,0,6.69,21.03
15.55131,32.53211,2010,10,22,12.39,11.24,39.53,27.14,33.37,0,8.82,26.3
15.55131,32.53211,2010,10,23,13.54,6.52,39.66,26.12,32.6,0,6.36,19.83
15.55131,32.53211,2010,10,24,15.2,4.39,40.05,24.85,32.18,0,5.45,17.42
15.55131,32.53211,2010,10,25,15.09,7.86,40,24.91,32.61,0.04,6.99,21.76
15.55131,32.53211,2010,10,26,13.28,10.38,39.75,26.47,32.93,0.29,8.37,25.61
15.55131,32.53211,2010,10,27,12.67,6.75,39.34,26.67,32.28,0,6.53,20.77
15.55131,32.53211,2010,10,28,15.07,8.07,39.54,24.47,31.76,0,7.13,23.3
15.55131,32.53211,2010,10,29,15.42,10.22,40.13,24.72,32.88,0.05,8.35,25.6
15.55131,32.53211,2010,10,30,12.86,12.1,40.06,27.2,33.45,0.05,9.42,28.01
15.55131,32.53211,2010,10,31,13.8,9.95,40.07,26.28,33.09,0.04,8.11,24.65
15.55131,32.53211,2010,11,1,12.98,11.01,39.2,26.22,32.44,0.03,8.62,27.13
15.55131,32.53211,2010,11,2,12.9,10.79,38.32,25.42,31.5,0,8.52,28.24
15.55131,32.53211,2010,11,3,14.89,10.29,38.69,23.79,31,0,8.25,28.16
15.55131,32.53211,2010,11,4,15.24,9.67,39.4,24.16,31.38,0,7.93,26.54
15.55131,32.53211,2010,11,5,14.45,8.69,39.01,24.56,31.35,0,7.4,24.81
15.55131,32.53211,2010,11,6,14.82,6.1,38.37,23.55,30.32,0,6.32,22.46
15.55131,32.53211,2010,11,7,16.02,7.84,38.25,22.23,29.89,0,7.16,26.04
15.55131,32.53211,2010,11,8,15.5,6.97,38.03,22.53,29.8,0,6.69,24.48
15.55131,32.53211,2010,11,9,15.7,5.76,37.63,21.94,29.41,0,6.11,22.88
15.55131,32.53211,2010,11,10,15.71,3.01,37.26,21.54,28.76,0,4.96,19.34
15.55131,32.53211,2010,11,11,16.53,2.96,37.03,20.5,28.2,0,5.05,20.33
15.55131,32.53211,2010,11,12,15.93,8.97,37.33,21.39,29.06,0,7.65,29.14
15.55131,32.53211,2010,11,13,16.17,6.7,38.07,21.9,29.62,0,6.46,23.85
15.55131,32.53211,2010,11,14,15.61,5.34,38.63,23.03,30.31,0,5.83,20.75
15.55131,32.53211,2010,11,15,16.08,4.33,38.62,22.54,30.03,0,5.43,19.66
15.55131,32.53211,2010,11,16,15.91,8.56,38.21,22.29,29.88,0,7.37,26.86
15.55131,32.53211,2010,11,17,14.38,9.73,37.07,22.69,29.55,0,7.88,29.21
15.55131,32.53211,2010,11,18,14.78,8.05,37.07,22.3,29.37,0,7.01,26.3
15.55131,32.53211,2010,11,19,14.74,10.66,37.68,22.94,30.23,0,8.42,30.05
15.55131,32.53211,2010,11,20,14.03,10.07,37.44,23.41,29.89,0,8.1,29.48
15.55131,32.53211,2010,11,21,14.26,8.15,36.77,22.51,29.03,0,7.1,27.15
15.55131,32.53211,2010,11,22,14.4,7.29,35.88,21.48,28.08,0,6.69,27.01
15.55131,32.53211,2010,11,23,14.93,7.78,35.68,20.75,27.74,0,6.94,28.61
15.55131,32.53211,2010,11,24,15.53,3.14,35.82,20.29,27.44,0,5.01,21.08
15.55131,32.53211,2010,11,25,16.52,1.5,35.56,19.04,26.66,0,4.44,19.54
15.55131,32.53211,2010,11,26,16.5,2.47,35.14,18.63,26.16,0,4.74,21.52
15.55131,32.53211,2010,11,27,16.49,5.25,35.66,19.17,26.8,0,5.82,25.43
15.55131,32.53211,2010,11,28,15.95,8.31,36.42,20.46,27.94,0,7.26,29.6
15.55131,32.53211,2010,11,29,14.86,6.93,35.82,20.96,27.58,0,6.65,27.71
15.55131,32.53211,2010,11,30,14.53,9.29,34.72,20.2,26.78,0,7.81,34.08
15.55131,32.53211,2010,12,1,15.57,8.34,35.01,19.44,26.61,0,7.34,32.36
15.55131,32.53211,2010,12,2,15.93,9,35.31,19.39,27,0,7.57,32.59
15.55131,32.53211,2010,12,3,15.6,9.48,36.36,20.76,28.15,0,7.77,31.31
15.55131,32.53211,2010,12,4,14.66,9.2,35.95,21.29,28.05,0,7.62,30.88
15.55131,32.53211,2010,12,5,14.53,5.42,34.43,19.9,26.48,0,5.92,26.29
15.55131,32.53211,2010,12,6,15.57,2.69,32.99,17.43,24.72,0,4.82,23.76
15.55131,32.53211,2010,12,7,15.51,1.45,31.98,16.47,23.53,0,4.41,23.37
15.55131,32.53211,2010,12,8,15.29,4.5,32.18,16.89,23.8,0,5.52,28.82
15.55131,32.53211,2010,12,9,14.9,2.92,30.77,15.87,22.64,0,4.88,27.37
15.55131,32.53211,2010,12,10,15.34,2.14,29.91,14.57,21.51,0,4.63,27.82
15.55131,32.53211,2010,12,11,16.91,0.73,30.37,13.46,21.35,0,4.21,25.52
15.55131,32.53211,2010,12,12,16.68,-0.55,31.22,14.54,22.35,0,3.78,21.57
15.55131,32.53211,2010,12,13,15.24,3.08,29.8,14.56,21.6,0,4.97,29.77
15.55131,32.53211,2010,12,14,16.85,4.09,32.13,15.28,22.87,0,5.48,30.31
15.55131,32.53211,2010,12,15,17.7,-1.94,32.76,15.05,23.23,0,3.43,18.57
15.55131,32.53211,2010,12,16,18.44,-0.83,34.34,15.89,24.26,0,3.74,19.02
15.55131,32.53211,2010,12,17,18.31,0.33,34.74,16.43,24.96,0,4.12,20.08
15.55131,32.53211,2010,12,18,17.4,-1.2,33.77,16.37,24.3,0,3.62,18.39
15.55131,32.53211,2010,12,19,15.91,7.38,32.1,16.19,23.77,0,6.86,35.88
15.55131,32.53211,2010,12,20,13.94,10,31.93,17.99,24.07,0,8.13,41.7
15.55131,32.53211,2010,12,21,15.63,9.88,32.83,17.2,24.45,0,8.02,40.23
15.55131,32.53211,2010,12,22,16.3,7.04,33.61,17.31,24.86,0,6.57,32.2
15.55131,32.53211,2010,12,23,15.42,7.82,33.17,17.75,24.8,0,6.92,34
15.55131,32.53211,2010,12,24,15.36,7.72,33.4,18.04,24.86,0,6.9,33.76
15.55131,32.53211,2010,12,25,15.93,8.01,33.04,17.11,24.44,0,7.02,35.28
15.55131,32.53211,2010,12,26,14.94,5.76,32.33,17.39,24.18,0,6.03,30.75
15.55131,32.53211,2010,12,27,15.14,7.85,32.74,17.61,24.55,0,7,34.84
15.55131,32.53211,2010,12,28,16.19,4.15,33.31,17.12,24.49,0,5.43,27.12
15.55131,32.53211,2010,12,29,18.05,-0.43,34.5,16.45,24.66,0,3.91,19.38
15.55131,32.53211,2010,12,30,13.79,-1.35,28.08,14.29,20.26,0,3.58,23.32
15.55131,32.53211,2010,12,31,16.49,-1.32,28.56,12.07,19.51,0,3.57,24.37
15.55131,32.53211,2011,1,1,17.34,4.01,29.79,12.44,20.71,0,5.3,33.47
15.55131,32.53211,2011,1,2,16.45,4.05,30.59,14.14,21.76,0,5.32,31.41
15.55131,32.53211,2011,1,3,17.29,4.53,31.92,14.63,22.74,0,5.5,30.6
15.55131,32.53211,2011,1,4,17.48,0.24,32.33,14.84,22.71,0,4.05,22.64
15.55131,32.53211,2011,1,5,17.38,0.13,31.13,13.76,21.63,0,3.99,23.78
15.55131,32.53211,2011,1,6,16.96,5.37,30.72,13.75,21.72,0,6.06,35.9
15.55131,32.53211,2011,1,7,15.34,8.05,31.2,15.86,23.05,0,7.21,39.38
15.55131,32.53211,2011,1,8,14.21,4.07,29.29,15.08,21.58,0,5.38,32.22
15.55131,32.53211,2011,1,9,14.75,0.64,27.31,12.56,19.28,0,4.17,28.86
15.55131,32.53211,2011,1,10,16.67,-0.83,27.76,11.09,18.89,0,3.79,26.85
15.55131,32.53211,2011,1,11,17.2,-0.86,28.45,11.25,19.24,0,3.7,25.64
15.55131,32.53211,2011,1,12,17.86,-2.8,29.69,11.83,19.79,0,3.2,21.39
15.55131,32.53211,2011,1,13,19.87,-5.65,30.8,10.93,19.96,0,2.5,16.53
15.55131,32.53211,2011,1,14,19.92,-5.5,31.49,11.57,20.68,0,2.52,15.95
15.55131,32.53211,2011,1,15,15.06,-3.85,26.79,11.73,18.7,0,2.9,20.8
15.55131,32.53211,2011,1,16,14.44,-2.2,25.17,10.73,17.37,0,3.31,25.88
15.55131,32.53211,2011,1,17,15.11,-2.22,26.02,10.91,17.76,0,3.33,25.33
15.55131,32.53211,2011,1,18,15.63,-2.98,24.77,9.15,16.59,0,3.13,25.63
15.55131,32.53211,2011,1,19,15.69,-0.15,25.33,9.64,16.97,0,3.9,31.11
15.55131,32.53211,2011,1,20,16.85,-1.93,26.41,9.56,17.37,0,3.41,26.58
15.55131,32.53211,2011,1,21,18.67,-3.39,28.56,9.89,18.72,0,3.02,21.63
15.55131,32.53211,2011,1,22,17.89,2.93,30.29,12.41,20.96,0,4.89,30.4
15.55131,32.53211,2011,1,23,16.93,3.57,30.77,13.85,21.82,0,5.16,30.44
15.55131,32.53211,2011,1,24,18.01,2.52,31.36,13.35,21.83,0,4.79,28.23
15.55131,32.53211,2011,1,25,17.92,0.58,31.56,13.64,21.92,0,4.18,24.47
15.55131,32.53211,2011,1,26,17.14,-6.35,30.23,13.09,20.8,0,2.35,14.78
15.55131,32.53211,2011,1,27,20.56,1.05,32.72,12.16,22.09,0,4.6,26.71
15.55131,32.53211,2011,1,28,17.4,7.99,34.02,16.63,24.61,0,7.14,35.54
15.55131,32.53211,2011,1,29,18.05,5.25,34.67,16.62,25.14,0,6.06,29.24
15.55131,32.53211,2011,1,30,18.1,-2.08,34.02,15.91,24.33,0,3.42,17.33
15.55131,32.53211,2011,1,31,17.14,-2.91,32.52,15.38,23.13,0,3.15,17.16
15.55131,32.53211,2011,2,1,17.73,-3.73,31.56,13.83,22.07,0,2.93,17.06
15.55131,32.53211,2011,2,2,17.76,-1.48,32.11,14.35,22.85,0,3.51,19.47
15.55131,32.53211,2011,2,3,18.7,1.57,34.54,15.83,24.63,0,4.42,22.04
15.55131,32.53211,2011,2,4,20,3.68,36.45,16.45,25.62,0,5.22,24.43
15.55131,32.53211,2011,2,5,19.51,5.24,37.49,17.97,27.01,0,5.97,25.72
15.55131,32.53211,2011,2,6,20.08,5.56,38.98,18.9,28.26,0,6.2,24.79
15.55131,32.53211,2011,2,7,19.02,5.81,38.06,19.04,28.02,0,6.32,25.61
15.55131,32.53211,2011,2,8,16.48,4.93,35.62,19.14,26.57,0,5.66,25
15.55131,32.53211,2011,2,9,17.84,4.53,35.3,17.46,25.87,0,5.56,25.6
15.55131,32.53211,2011,2,10,16.36,-1.51,34.12,17.76,25.13,0,3.51,16.94
15.55131,32.53211,2011,2,11,14.07,0.25,30.2,16.13,22.46,0,4.02,22.81
15.55131,32.53211,2011,2,12,16.16,-3.89,29.55,13.39,20.8,0,2.89,18.18
15.55131,32.53211,2011,2,13,17.1,-4.23,29.39,12.29,20.31,0,2.81,18.24
15.55131,32.53211,2011,2,14,17.52,-7.69,29.2,11.68,19.64,0,2.09,14.1
15.55131,32.53211,2011,2,15,20.49,-5.7,31.05,10.56,20.71,0,2.52,15.94
15.55131,32.53211,2011,2,16,19.5,0.76,33.98,14.47,23.95,0,4.19,21.72
15.55131,32.53211,2011,2,17,18.24,2.83,35.28,17.04,25.59,0,4.91,23.06
15.55131,32.53211,2011,2,18,18.24,4.14,35.64,17.4,25.73,0,5.42,25.19
15.55131,32.53211,2011,2,19,19.46,0.78,36.27,16.81,26.04,0,4.23,19.31
15.55131,32.53211,2011,2,20,18.64,-1.24,36.67,18.03,26.84,0,3.61,15.72
15.55131,32.53211,2011,2,21,17.66,-0.22,34.95,17.3,25.47,0,4.04,19.09
15.55131,32.53211,2011,2,22,19.56,-2.73,35.66,16.1,25.24,0,3.23,15.49
15.55131,32.53211,2011,2,23,19.47,-2.16,37.19,17.72,26.96,0,3.35,14.49
15.55131,32.53211,2011,2,24,20.23,6.12,39.17,18.94,28.79,0,6.3,24.46
15.55131,32.53211,2011,2,25,17.19,5.3,38.8,21.62,29.83,0,5.9,21.53
15.55131,32.53211,2011,2,26,17.04,1.42,36.87,19.83,27.61,0,4.52,18.8
15.55131,32.53211,2011,2,27,16.83,2.12,37,20.17,27.88,0,5.03,20.59
15.55131,32.53211,2011,2,28,16.64,1.98,36.5,19.86,27.56,0,4.99,20.84
15.55131,32.53211,2011,3,1,16.87,0.57,35.81,18.95,26.66,0,4.35,19.15
15.55131,32.53211,2011,3,2,17.82,-0.96,36.29,18.47,26.75,0,3.79,16.59
15.55131,32.53211,2011,3,3,18.64,0.93,36.9,18.26,27.2,0,4.38,18.68
15.55131,32.53211,2011,3,4,18.46,-1.24,36.78,18.32,27.16,0,3.73,15.94
15.55131,32.53211,2011,3,5,17.98,-4.19,35.37,17.39,26.13,0,2.87,13.05
15.55131,32.53211,2011,3,6,18.36,-2.36,34.7,16.34,25.24,0,3.41,16.32
15.55131,32.53211,2011,3,7,18.58,-7.13,34.99,16.41,25.2,0,2.17,10.44
15.55131,32.53211,2011,3,8,17.94,-6.61,35.21,17.26,25.52,0,2.27,10.72
15.55131,32.53211,2011,3,9,18.37,-5.31,34.88,16.52,25.31,0,2.6,12.43
15.55131,32.53211,2011,3,10,17.38,-1.1,34.63,17.24,25.27,0,3.85,18.45
15.55131,32.53211,2011,3,11,16.88,-3.4,32.86,15.98,23.87,0,3.02,15.74
15.55131,32.53211,2011,3,12,17.63,-4.85,32.85,15.22,23.73,0,2.67,14.04
15.55131,32.53211,2011,3,13,15.7,-2.09,31.51,15.81,23.23,0,3.38,18.34
15.55131,32.53211,2011,3,14,18.53,-5.35,31.32,12.79,22.05,0,2.71,15.82
15.55131,32.53211,2011,3,15,16.74,-0.93,31.87,15.13,23.06,0,3.69,20.15
15.55131,32.53211,2011,3,16,18.82,3.22,34.09,15.27,24.8,0,5.13,25.19
15.55131,32.53211,2011,3,17,15.92,9.15,34.98,19.06,26.74,0,7.77,33.94
15.55131,32.53211,2011,3,18,14.89,8.27,35.06,20.17,26.99,0,7.27,31.35
15.55131,32.53211,2011,3,19,16.78,1.63,36.01,19.23,27.26,0,4.51,19.13
15.55131,32.53211,2011,3,20,18.27,2.87,37.66,19.39,28.44,0,4.94,19.55
15.55131,32.53211,2011,3,21,18.46,0.48,38.82,20.36,29.38,0,4.12,15.45
15.55131,32.53211,2011,3,22,19.08,-0.38,39.54,20.47,29.79,0,3.84,14.1
15.55131,32.53211,2011,3,23,16.61,3.29,38.44,21.82,29.84,0,5.08,18.58
15.55131,32.53211,2011,3,24,17.44,0.61,37.49,20.06,28.59,0,4.15,16.36
15.55131,32.53211,2011,3,25,14.85,-1.48,33.89,19.05,25.73,0,3.53,16.46
15.55131,32.53211,2011,3,26,16.9,-4.71,32.01,15.11,23.36,0,2.71,14.63
15.55131,32.53211,2011,3,27,17.31,-3.18,33.28,15.97,24.33,0,3.1,15.76
15.55131,32.53211,2011,3,28,18.2,-5.35,34.73,16.53,25.33,0,2.58,12.36
15.55131,32.53211,2011,3,29,19.08,-5.92,35.98,16.9,26.22,0,2.48,11.25
15.55131,32.53211,2011,3,30,18.08,-4.1,36.32,18.24,26.94,0,2.85,12.36
15.55131,32.53211,2011,3,31,20.18,-4.75,38.02,17.83,27.86,0,2.72,11.18
15.55131,32.53211,2011,4,1,19.94,-0.13,39.76,19.82,29.95,0,3.96,14.4
15.55131,32.53211,2011,4,2,19.38,-4.76,40.9,21.51,31.23,0,2.72,9.18
15.55131,32.53211,2011,4,3,18.7,-6.16,41.4,22.7,32.01,0,2.41,7.78
15.55131,32.53211,2011,4,4,14.81,0.13,38.45,23.64,30.28,0,3.99,14.21
15.55131,32.53211,2011,4,5,15.43,-3.56,36.23,20.8,27.96,0,3.01,12.29
15.55131,32.53211,2011,4,6,15.15,-5.53,34.26,19.11,26.23,0,2.5,11.33
15.55131,32.53211,2011,4,7,16.85,-4.93,34.9,18.05,26.11,0,2.65,12.06
15.55131,32.53211,2011,4,8,18.63,-6.38,36.69,18.06,27.48,0,2.32,9.74
15.55131,32.53211,2011,4,9,18.04,-5.87,38.68,20.65,29.65,0,2.42,8.99
15.55131,32.53211,2011,4,10,14.71,0.63,36.88,22.17,29.78,0,4.14,15.2
15.55131,32.53211,2011,4,11,15.58,0.71,39.09,23.5,30.82,0,4.22,14.57
15.55131,32.53211,2011,4,12,16.51,-4.05,39.72,23.21,31.11,0,2.86,9.71
15.55131,32.53211,2011,4,13,17.21,-4.17,39.5,22.28,30.61,0,2.84,9.93
15.55131,32.53211,2011,4,14,17.63,-0.8,39.19,21.56,30.41,0,3.79,13.42
15.55131,32.53211,2011,4,15,17.83,-5.48,39.06,21.23,30.07,0,2.58,9.3
15.55131,32.53211,2011,4,16,18.85,-5.84,39.8,20.96,30.56,0,2.52,8.83
15.55131,32.53211,2011,4,17,19.06,-8.45,41.2,22.14,31.58,0,1.9,6.31
15.55131,32.53211,2011,4,18,19.07,-0.13,41.59,22.51,32.08,0,3.96,12.74
15.55131,32.53211,2011,4,19,18.11,0.43,41.95,23.85,32.91,0,4.12,12.6
15.55131,32.53211,2011,4,20,17.34,1.19,41.64,24.3,32.69,0,4.34,13.44
15.55131,32.53211,2011,4,21,15.7,-1.76,39.19,23.49,30.79,0,3.46,11.97
15.55131,32.53211,2011,4,22,17.76,-3.84,38.78,21.02,29.68,0,2.91,10.74
15.55131,32.53211,2011,4,23,19.15,-2.5,40.4,21.24,30.85,0,3.25,11.21
15.55131,32.53211,2011,4,24,18.4,-2.09,41.31,22.91,31.95,0,3.36,10.87
15.55131,32.53211,2011,4,25,16.91,2.11,40.86,23.95,32.18,0,4.64,14.81
15.55131,32.53211,2011,4,26,17.59,-1.1,39.87,22.28,31.08,0,3.63,12.35
15.55131,32.53211,2011,4,27,18.18,-3.53,40.3,22.12,31,0,2.98,10.2
15.55131,32.53211,2011,4,28,20.02,-3.22,42.58,22.56,32.9,0,3.06,9.38
15.55131,32.53211,2011,4,29,16.08,-3.63,43.65,27.57,34.9,0,2.97,8.14
15.55131,32.53211,2011,4,30,14.14,0.83,38.97,24.83,31.51,0,4.24,14.07
15.55131,32.53211,2011,5,1,16.04,-5.32,38.32,22.28,29.82,0,2.57,9.41
15.55131,32.53211,2011,5,2,18.79,-4.44,38.57,19.78,29.2,0,2.77,10.53
15.55131,32.53211,2011,5,3,19.52,-6.14,39.61,20.08,29.83,0,2.39,8.78
15.55131,32.53211,2011,5,4,20.4,-5.71,40.98,20.59,31.22,0,2.49,8.41
15.55131,32.53211,2011,5,5,19.87,-3.45,42.92,23.05,33.27,0,3.03,9.12
15.55131,32.53211,2011,5,6,19.2,2.46,44.03,24.83,34.7,0,4.84,13.43
15.55131,32.53211,2011,5,7,18.33,1,44.28,25.94,34.99,0,4.29,11.72
15.55131,32.53211,2011,5,8,17.77,5.42,44.09,26.33,35.24,0,5.99,16.11
15.55131,32.53211,2011,5,9,15.61,5.66,42.88,27.27,34.86,0,6.13,16.84
15.55131,32.53211,2011,5,10,16.23,1.18,42.31,26.08,34.14,0,4.32,12.36
15.55131,32.53211,2011,5,11,15.98,1.79,42.19,26.21,34.27,0.01,4.54,12.89
15.55131,32.53211,2011,5,12,14.96,5.68,43.12,28.16,35.16,0,6.09,16.45
15.55131,32.53211,2011,5,13,15.69,5.73,43.15,27.47,35.2,0,6.29,16.95
15.55131,32.53211,2011,5,14,15.18,2.39,41.52,26.35,33.75,0,4.73,13.84
15.55131,32.53211,2011,5,15,16.14,-1.46,39.76,23.62,31.45,0,3.59,11.96
15.55131,32.53211,2011,5,16,16.01,-5.27,38.12,22.11,29.95,0,2.56,9.31
15.55131,32.53211,2011,5,17,17.3,-4.37,37.93,20.63,29.41,0,2.76,10.39
15.55131,32.53211,2011,5,18,16.3,-2.3,38.12,21.82,30.18,0,3.29,11.81
15.55131,32.53211,2011,5,19,16.53,-2.57,39.72,23.19,31.6,0,3.26,10.81
15.55131,32.53211,2011,5,20,16.27,8.24,41.41,25.14,33.63,0,7.45,21.9
15.55131,32.53211,2011,5,21,14.2,9.34,43.1,28.9,36.1,0.27,7.71,19.75
15.55131,32.53211,2011,5,22,10,13.91,39.24,29.24,34.25,0.44,10.5,29.74
15.55131,32.53211,2011,5,23,7.01,17.52,36.55,29.54,32.67,0.44,13.12,40.64
15.55131,32.53211,2011,5,24,13.13,15.5,40.98,27.85,34.34,0.4,11.55,32.62
15.55131,32.53211,2011,5,25,10.84,15.6,39.67,28.83,34.08,0.12,11.69,33.49
15.55131,32.53211,2011,5,26,10.17,17.64,38.39,28.22,32.96,0.27,13.21,40.32
15.55131,32.53211,2011,5,27,12.84,15.67,40.54,27.7,34.05,0.12,11.8,33.92
15.55131,32.53211,2011,5,28,13.77,14.61,42.05,28.28,35.75,0.53,10.9,28.46
15.55131,32.53211,2011,5,29,10.88,13.35,40.99,30.11,35.01,0.31,10.31,28.06
15.55131,32.53211,2011,5,30,13.32,8.72,41.38,28.07,34.69,0.27,7.65,21.27
15.55131,32.53211,2011,5,31,15.7,9.77,42.47,26.77,34.94,0,8.21,22.47
15.55131,32.53211,2011,6,1,15.01,3.87,42.26,27.25,34.75,0.01,5.27,14.58
15.55131,32.53211,2011,6,2,16.02,1.31,42.61,26.58,34.61,0,4.38,12.24
15.55131,32.53211,2011,6,3,16.71,2.66,43.09,26.38,35.15,0.02,4.84,13.1
15.55131,32.53211,2011,6,4,16.13,2.43,43.31,27.18,35.34,0.04,4.77,12.77
15.55131,32.53211,2011,6,5,16.73,-0.26,43.37,26.64,35.2,0,3.93,10.62
15.55131,32.53211,2011,6,6,16.72,-0.93,43.56,26.84,35.08,0,3.68,10
15.55131,32.53211,2011,6,7,17.31,0.99,43.7,26.39,34.99,0,4.26,11.62
15.55131,32.53211,2011,6,8,17.68,0.48,43.24,25.56,34.6,0,4.1,11.43
15.55131,32.53211,2011,6,9,18.31,1.29,44.77,26.46,35.86,0,4.37,11.37
15.55131,32.53211,2011,6,10,15.94,6.11,44.04,28.11,36.31,0.03,6.4,16.18
15.55131,32.53211,2011,6,11,6.53,18.3,35.52,28.99,32.54,0.4,13.88,43.21
15.55131,32.53211,2011,6,12,9.1,17.27,37.56,28.47,32.9,0.11,12.88,39.43
15.55131,32.53211,2011,6,13,12.32,14.56,40.1,27.79,33.64,0.07,11.12,32.73
15.55131,32.53211,2011,6,14,15.66,8.78,41.81,26.15,33.96,0.02,7.67,22.19
15.55131,32.53211,2011,6,15,15.3,13.18,41.82,26.52,34.67,0,10.09,27.98
15.55131,32.53211,2011,6,16,14.74,9.94,43.7,28.96,36.55,0,8.33,20.84
15.55131,32.53211,2011,6,17,13.81,5.43,42.74,28.93,35.72,0,5.99,15.69
15.55131,32.53211,2011,6,18,16.33,3.4,42.83,26.51,34.98,0,5.1,13.93
15.55131,32.53211,2011,6,19,16.2,1.36,42.36,26.16,34.68,0,4.38,12.17
15.55131,32.53211,2011,6,20,12.6,1.3,39.89,27.29,33.54,0,4.35,12.88
15.55131,32.53211,2011,6,21,15.65,-0.94,40.66,25.01,33.25,0,3.67,11.06
15.55131,32.53211,2011,6,22,15.57,-0.8,40.93,25.35,33.39,0,3.79,11.32
15.55131,32.53211,2011,6,23,16.37,0.14,41.84,25.48,34.04,0,4.01,11.55
15.55131,32.53211,2011,6,24,15.71,1.85,41.86,26.15,34.22,0,4.57,13.02
15.55131,32.53211,2011,6,25,16.23,2.92,42.76,26.53,35.02,0,4.91,13.39
15.55131,32.53211,2011,6,26,15.11,3.33,43.02,27.91,35.58,0,5.04,13.32
15.55131,32.53211,2011,6,27,15.45,2.74,43.03,27.58,35.47,0,4.84,12.86
15.55131,32.53211,2011,6,28,14.1,3.38,41.34,27.24,34.41,0,5.22,14.7
15.55131,32.53211,2011,6,29,14.67,1.6,41.73,27.06,34.48,0,4.54,12.75
15.55131,32.53211,2011,6,30,13.34,7.7,40.72,27.38,33.65,0.01,7.48,22
15.55131,32.53211,2011,7,1,15.34,1.96,40.03,24.69,32.71,0,4.6,14.28
15.55131,32.53211,2011,7,2,16.21,0.98,40.62,24.41,33.07,0,4.26,12.96
15.55131,32.53211,2011,7,3,16.41,1.83,41.61,25.21,33.71,0,4.52,13.27
15.55131,32.53211,2011,7,4,15.93,1.42,42.37,26.45,34.47,0,4.38,12.33
15.55131,32.53211,2011,7,5,15.31,1.65,41.38,26.06,34.04,0,4.47,12.86
15.55131,32.53211,2011,7,6,14.35,7.45,40.64,26.29,33.91,0,6.78,19.67
15.55131,32.53211,2011,7,7,12.37,11.75,40.33,27.96,34.38,0.03,9.11,25.67
15.55131,32.53211,2011,7,8,13.28,9.67,41.74,28.46,35.54,0.03,8.02,21.21
15.55131,32.53211,2011,7,9,12.84,8.16,42.43,29.59,35.99,0,7.41,19.14
15.55131,32.53211,2011,7,10,16.87,2.62,44.16,27.29,36.01,0,4.8,12.38
15.55131,32.53211,2011,7,11,15.51,4.27,43.51,28,36.07,0,5.51,14.13
15.55131,32.53211,2011,7,12,12.36,9.2,41.05,28.69,35.12,0,8.06,21.77
15.55131,32.53211,2011,7,13,12.75,10.85,41.06,28.31,34.7,0,8.96,24.79
15.55131,32.53211,2011,7,14,12.63,14.12,40.9,28.27,34.89,0,10.75,29.41
15.55131,32.53211,2011,7,15,11.98,15.03,40.43,28.45,34.82,0.91,11.29,31.04
15.55131,32.53211,2011,7,16,13,12.53,41.51,28.51,34.98,0.11,9.91,26.97
15.55131,32.53211,2011,7,17,13.01,8.3,41.66,28.65,34.59,0.03,7.59,21.14
15.55131,32.53211,2011,7,18,13.48,9.19,42.34,28.86,35.41,0.04,7.81,20.79
15.55131,32.53211,2011,7,19,13.69,12.6,42,28.31,34.76,0.85,10.06,27.72
15.55131,32.53211,2011,7,20,13.2,11.2,40.86,27.67,34.17,0.17,9.2,26.23
15.55131,32.53211,2011,7,21,11.98,16.03,40.56,28.57,34.76,1.35,11.96,32.94
15.55131,32.53211,2011,7,22,8.57,18.92,36.39,27.82,32.32,15.53,14.37,45.35
15.55131,32.53211,2011,7,23,7.81,21.94,33.12,25.32,28.4,42.45,17.25,68.07
15.55131,32.53211,2011,7,24,6.82,20.31,31.01,24.19,27.05,0.38,15.62,66.75
15.55131,32.53211,2011,7,25,10,19.5,33.73,23.73,28.38,0.4,14.86,58.74
15.55131,32.53211,2011,7,26,9.54,19.49,34.48,24.94,29.53,0.52,14.84,54.93
15.55131,32.53211,2011,7,27,12.35,18.96,37.98,25.62,32.02,0,14.39,46.21
15.55131,32.53211,2011,7,28,13.12,16.95,40.01,26.89,33.24,0.04,12.82,38.29
15.55131,32.53211,2011,7,29,14.06,17.98,40.74,26.67,33.24,0.22,13.76,41
15.55131,32.53211,2011,7,30,10.22,18.74,36.97,26.76,31.17,0.07,14.31,48.07
15.55131,32.53211,2011,7,31,11.58,19.28,36.99,25.41,30.3,0.08,14.69,51.9
15.55131,32.53211,2011,8,1,9.9,20.06,34.88,24.98,29.78,0.15,15.41,56.08
15.55131,32.53211,2011,8,2,12.93,19.46,39.2,26.27,32.89,0.27,14.9,45.46
15.55131,32.53211,2011,8,3,9.9,18.14,38.37,28.47,32.73,0.08,13.86,42.68
15.55131,32.53211,2011,8,4,10.6,18.78,36.6,26,31.23,0,14.24,47.76
